result,gf,ga,xg_x,xga,poss,sh,sot,dist,xg_y,npxg,g-xg,sota,saves,save%,att (gk),thr,psxg,psxg+/-,ast,xag,xa,kp,1/3,ppa,crspa,prgp,attempted passes,completed passes,corner kicks,shots blocked,tkl+int,err,mid 3rd,att pen,att 3rd,fls,fld,off,season,team_Aston Villa,team_Bournemouth,team_Brentford,team_Brighton and Hove Albion,team_Burnley,team_Chelsea,team_Crystal Palace,team_Everton,team_Fulham,team_Leeds United,team_Leicester City,team_Liverpool,team_Luton Town,team_Manchester City,team_Manchester United,team_Newcastle United,team_Nottingham Forest,team_Sheffield United,team_Southampton,team_Tottenham Hotspur,team_West Bromwich Albion,team_West Ham United,team_Wolverhampton Wanderers,opponent_Aston Villa,opponent_Bournemouth,opponent_Brentford,opponent_Brighton,opponent_Burnley,opponent_Chelsea,opponent_Crystal Palace,opponent_Everton,opponent_Fulham,opponent_Leeds United,opponent_Leicester City,opponent_Liverpool,opponent_Luton Town,opponent_Manchester City,opponent_Manchester Utd,opponent_Newcastle Utd,opponent_Nott'ham Forest,opponent_Sheffield Utd,opponent_Southampton,opponent_Tottenham,opponent_West Brom,opponent_West Ham,opponent_Wolves
1,5.0,1.0,1.6,0.7,50.0,18.0,6.0,16.0,1.6,1.6,2.4,4.0,3.0,75.0,21.0,3.0,0.5,-0.5,4,1.7,2.0,17.0,35.0,13.0,1.0,55.0,524.0,453.0,6.0,1.0,19,0.0,286.0,31.0,175.0,16.0,10.0,3.0,2021,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0,1.0,1.0,1.6,0.9,44.0,16.0,5.0,16.0,1.6,1.6,-0.6,6.0,5.0,83.3,18.0,5.0,0.8,-0.2,0,0.7,1.0,12.0,27.0,8.0,1.0,35.0,390.0,304.0,4.0,3.0,27,1.0,202.0,26.0,128.0,15.0,10.0,4.0,2021,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
0,1.0,1.0,1.1,0.4,48.0,8.0,2.0,13.2,1.1,1.1,-0.1,2.0,1.0,50.0,17.0,3.0,0.9,-0.1,1,1.1,0.8,7.0,24.0,8.0,2.0,37.0,459.0,351.0,3.0,0.0,27,0.0,273.0,22.0,143.0,12.0,8.0,0.0,2021,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
-1,0.0,7.0,0.3,2.5,36.0,5.0,3.0,20.8,0.3,0.3,-0.3,7.0,0.0,0.0,30.0,6.0,4.0,-3.0,0,0.3,0.3,4.0,22.0,4.0,1.0,28.0,436.0,323.0,5.0,2.0,19,1.0,252.0,14.0,113.0,5.0,11.0,7.0,2021,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
-1,0.0,3.0,0.9,3.9,61.0,13.0,6.0,20.2,0.9,0.9,-0.9,9.0,6.0,66.7,22.0,7.0,3.5,0.5,0,0.4,0.8,8.0,29.0,8.0,1.0,58.0,528.0,413.0,4.0,5.0,19,0.0,283.0,22.0,174.0,16.0,17.0,2.0,2021,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,1.0,1.0,0.5,1.9,34.0,4.0,1.0,10.1,0.5,0.5,0.5,3.0,1.0,66.7,21.0,5.0,1.2,0.2,1,0.5,0.4,4.0,21.0,4.0,3.0,16.0,348.0,210.0,2.0,3.0,32,0.0,192.0,6.0,70.0,10.0,7.0,3.0,2021,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1,2.0,0.0,0.6,0.4,44.0,9.0,4.0,17.9,0.6,0.6,1.4,2.0,2.0,100.0,17.0,2.0,0.1,0.1,1,0.5,0.8,8.0,19.0,4.0,1.0,33.0,462.0,332.0,3.0,4.0,33,0.0,251.0,16.0,153.0,8.0,16.0,0.0,2021,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
0,0.0,0.0,0.8,0.4,33.0,12.0,2.0,18.2,0.8,0.8,-0.8,4.0,4.0,100.0,17.0,3.0,0.2,0.2,0,0.5,0.5,9.0,26.0,4.0,1.0,31.0,364.0,275.0,3.0,2.0,31,0.0,189.0,18.0,97.0,11.0,11.0,1.0,2021,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-1,0.0,4.0,0.1,0.7,29.0,2.0,0.0,28.2,0.1,0.1,-0.1,6.0,2.0,33.3,25.0,7.0,1.7,-2.3,0,0.1,0.1,2.0,12.0,1.0,0.0,8.0,321.0,233.0,1.0,4.0,23,0.0,146.0,8.0,68.0,8.0,8.0,0.0,2021,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
-1,2.0,3.0,0.7,2.8,54.0,6.0,3.0,21.8,0.7,0.7,1.3,7.0,4.0,57.1,23.0,5.0,2.2,-0.8,2,0.7,0.7,6.0,41.0,14.0,1.0,62.0,581.0,452.0,3.0,4.0,31,2.0,329.0,18.0,159.0,9.0,8.0,0.0,2021,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1,1.0,0.0,1.4,0.4,48.0,11.0,2.0,20.0,1.4,1.4,-0.4,4.0,4.0,100.0,23.0,5.0,0.4,0.4,1,0.8,0.5,7.0,31.0,3.0,0.0,42.0,547.0,471.0,1.0,1.0,22,0.0,330.0,17.0,139.0,7.0,10.0,1.0,2021,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1,2.0,1.0,0.7,1.9,39.0,6.0,3.0,18.6,0.7,0.7,1.3,5.0,4.0,80.0,23.0,4.0,0.8,-0.2,1,0.7,0.8,4.0,20.0,8.0,1.0,30.0,422.0,320.0,1.0,6.0,25,0.0,248.0,12.0,120.0,11.0,13.0,2.0,2021,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
-1,0.0,2.0,0.4,1.9,33.0,8.0,3.0,19.3,0.4,0.4,-0.4,7.0,5.0,71.4,14.0,4.0,2.0,0.0,0,0.4,0.4,8.0,20.0,5.0,1.0,28.0,367.0,279.0,3.0,3.0,14,2.0,179.0,16.0,108.0,8.0,7.0,1.0,2021,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
-1,0.0,3.0,0.5,1.4,54.0,13.0,3.0,18.6,0.5,0.5,-0.5,4.0,1.0,25.0,20.0,5.0,1.5,-1.5,0,0.4,0.8,9.0,22.0,13.0,2.0,37.0,491.0,358.0,7.0,6.0,21,0.0,219.0,29.0,196.0,15.0,14.0,3.0,2021,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,2.0,1.0,0.2,2.4,26.0,3.0,2.0,15.0,0.2,0.2,1.8,5.0,4.0,80.0,19.0,2.0,1.6,0.6,2,0.2,0.3,3.0,8.0,2.0,2.0,13.0,276.0,182.0,0.0,9.0,37,0.0,154.0,2.0,25.0,6.0,10.0,1.0,2021,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,0.0,0.0,0.1,1.4,40.0,3.0,0.0,15.8,0.1,0.1,-0.1,4.0,4.0,100.0,23.0,7.0,0.5,0.5,0,0.1,0.4,2.0,21.0,3.0,2.0,22.0,404.0,308.0,1.0,2.0,40,0.0,230.0,7.0,94.0,10.0,14.0,1.0,2021,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,0.0,0.0,0.9,0.9,37.0,8.0,2.0,18.3,0.9,0.9,-0.9,1.0,1.0,100.0,27.0,4.0,0.5,0.5,0,0.7,0.4,5.0,22.0,6.0,2.0,19.0,391.0,300.0,4.0,3.0,28,0.0,203.0,12.0,96.0,4.0,13.0,1.0,2021,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
-1,1.0,4.0,0.5,2.7,37.0,5.0,1.0,14.9,0.5,0.5,0.5,5.0,1.0,20.0,23.0,5.0,3.1,-0.9,1,0.5,0.4,4.0,15.0,3.0,2.0,21.0,422.0,307.0,5.0,3.0,25,1.0,256.0,8.0,96.0,17.0,8.0,4.0,2021,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1,1.0,0.0,1.2,0.8,45.0,5.0,3.0,23.0,1.2,0.4,-0.2,1.0,1.0,100.0,27.0,8.0,0.2,0.2,0,0.1,0.3,2.0,11.0,4.0,1.0,17.0,372.0,251.0,3.0,5.0,21,0.0,186.0,14.0,97.0,16.0,14.0,1.0,2021,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0,1.0,1.0,0.7,2.5,52.0,13.0,6.0,20.1,0.7,0.7,0.3,7.0,6.0,85.7,23.0,6.0,1.8,0.8,1,0.5,0.6,9.0,31.0,9.0,0.0,50.0,548.0,447.0,4.0,1.0,25,0.0,272.0,26.0,164.0,10.0,10.0,1.0,2021,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-1,1.0,4.0,0.4,3.1,36.0,1.0,1.0,5.9,0.4,0.4,0.6,9.0,5.0,55.6,33.0,4.0,3.9,-0.1,1,0.4,0.4,1.0,15.0,1.0,1.0,17.0,469.0,360.0,0.0,8.0,28,1.0,244.0,7.0,84.0,7.0,11.0,1.0,2021,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-1,1.0,2.0,0.7,1.5,34.0,4.0,2.0,14.6,0.7,0.7,0.3,5.0,3.0,60.0,18.0,1.0,1.3,-0.7,1,0.7,0.7,4.0,24.0,1.0,0.0,14.0,335.0,217.0,2.0,2.0,31,0.0,199.0,6.0,96.0,12.0,12.0,3.0,2021,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
-1,0.0,2.0,0.9,1.7,32.0,9.0,4.0,19.6,0.9,0.9,-0.9,3.0,1.0,33.3,14.0,5.0,0.5,-1.5,0,0.3,0.4,6.0,18.0,4.0,1.0,19.0,342.0,241.0,2.0,7.0,37,0.0,199.0,14.0,101.0,9.0,9.0,3.0,2021,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
1,2.0,0.0,2.0,0.7,50.0,21.0,8.0,16.1,2.0,2.0,0.0,0.0,0.0,69.21933534743202,21.0,4.0,0.0,0.0,2,1.8,1.2,15.0,24.0,13.0,2.0,49.0,464.0,361.0,11.0,1.0,29,0.0,271.0,37.0,154.0,8.0,10.0,1.0,2021,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
-1,1.0,3.0,1.5,1.2,38.0,10.0,3.0,18.9,1.5,0.7,-0.5,6.0,3.0,50.0,20.0,3.0,1.9,-1.1,0,0.2,0.4,5.0,26.0,8.0,0.0,26.0,346.0,257.0,8.0,4.0,33,0.0,194.0,20.0,120.0,13.0,20.0,2.0,2021,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1,3.0,2.0,1.9,1.4,45.0,23.0,8.0,18.0,1.9,1.9,1.1,5.0,3.0,60.0,13.0,2.0,1.0,-1.0,2,0.8,0.7,16.0,28.0,11.0,6.0,31.0,369.0,259.0,7.0,6.0,21,0.0,207.0,33.0,154.0,23.0,13.0,2.0,2021,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-1,1.0,3.0,1.0,1.8,32.0,12.0,6.0,13.6,1.0,1.0,0.0,3.0,0.0,0.0,18.0,3.0,1.9,-1.1,1,1.0,1.0,12.0,19.0,7.0,4.0,26.0,312.0,208.0,6.0,2.0,28,0.0,196.0,25.0,105.0,7.0,6.0,3.0,2021,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-1,0.0,2.0,0.6,1.6,31.0,5.0,4.0,19.4,0.6,0.6,-0.6,5.0,3.0,60.0,25.0,6.0,1.7,-0.3,0,0.3,0.1,3.0,14.0,2.0,0.0,14.0,289.0,183.0,1.0,4.0,34,0.0,160.0,5.0,47.0,8.0,10.0,1.0,2021,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1,1.0,0.0,1.2,1.1,48.0,15.0,4.0,17.8,1.2,1.2,-0.2,5.0,5.0,100.0,33.0,5.0,0.9,0.9,1,0.9,0.5,13.0,17.0,9.0,1.0,36.0,564.0,470.0,3.0,3.0,38,0.0,356.0,18.0,94.0,7.0,14.0,1.0,2021,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1,5.0,2.0,3.9,0.3,71.0,17.0,7.0,12.0,3.9,3.9,1.1,4.0,2.0,50.0,33.0,5.0,0.8,-1.2,3,1.9,1.8,12.0,35.0,7.0,1.0,47.0,854.0,751.0,11.0,1.0,27,1.0,501.0,37.0,188.0,9.0,10.0,1.0,2021,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1,2.0,1.0,1.9,0.4,58.0,9.0,4.0,17.2,1.9,1.1,0.1,1.0,0.0,0.0,30.0,4.0,0.1,-0.9,1,0.9,0.7,6.0,19.0,4.0,1.0,26.0,567.0,460.0,6.0,5.0,30,0.0,329.0,14.0,112.0,15.0,14.0,0.0,2021,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,4.0,2.0,1.6,1.3,43.0,11.0,6.0,16.3,1.6,1.6,2.4,3.0,1.0,33.3,24.0,4.0,1.3,-0.7,4,1.6,1.6,10.0,17.0,10.0,3.0,28.0,503.0,423.0,3.0,5.0,46,3.0,300.0,17.0,117.0,13.0,13.0,0.0,2021,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,2.0,2.0,1.2,2.6,42.0,11.0,5.0,17.4,1.2,1.2,0.8,8.0,6.0,75.0,26.0,4.0,2.4,0.4,2,1.2,1.0,10.0,21.0,5.0,3.0,24.0,410.0,302.0,2.0,5.0,17,2.0,225.0,12.0,102.0,15.0,8.0,2.0,2021,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
-1,0.0,2.0,0.4,0.7,46.0,6.0,2.0,20.3,0.4,0.4,-0.4,6.0,4.0,66.7,14.0,2.0,0.5,-1.5,0,0.3,0.4,4.0,29.0,7.0,1.0,34.0,550.0,454.0,5.0,1.0,26,0.0,341.0,15.0,108.0,11.0,10.0,1.0,2021,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
-1,1.0,2.0,1.5,2.9,61.0,15.0,4.0,19.1,1.5,1.5,-0.5,4.0,2.0,75.0,18.0,3.0,2.7,0.7,0,0.7,1.0,12.0,35.0,8.0,1.0,40.0,660.0,577.0,4.0,4.0,28,0.0,433.0,23.0,166.0,10.0,8.0,0.0,2021,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
-1,1.0,3.0,0.4,1.5,55.0,7.0,1.0,16.2,0.4,0.4,0.6,5.0,2.0,40.0,41.0,10.0,2.4,-0.6,0,0.3,0.6,5.0,32.0,11.0,2.0,35.0,584.0,475.0,5.0,3.0,31,1.0,304.0,21.0,167.0,12.0,19.0,3.0,2021,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
1,3.0,2.0,2.0,1.9,46.0,9.0,7.0,15.1,2.0,2.0,1.0,6.0,4.0,66.7,35.0,6.0,1.5,-0.5,2,1.2,1.9,8.0,27.0,8.0,2.0,28.0,563.0,426.0,5.0,4.0,34,0.0,271.0,23.0,132.0,10.0,13.0,3.0,2021,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-1,0.0,1.0,1.2,2.9,41.0,15.0,8.0,17.7,1.2,1.2,-1.2,6.0,5.0,83.3,36.0,7.0,2.3,1.3,0,1.2,0.7,13.0,16.0,8.0,2.0,24.0,424.0,327.0,4.0,6.0,34,0.0,211.0,23.0,139.0,8.0,14.0,2.0,2021,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
0,1.0,1.0,2.2,0.8,58.0,13.0,6.0,17.8,2.2,2.2,-1.2,3.0,2.0,66.7,45.0,7.0,1.2,0.2,1,2.2,1.5,11.0,27.0,13.0,2.0,45.0,629.0,506.0,4.0,3.0,31,0.0,344.0,24.0,143.0,9.0,6.0,3.0,2021,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,1.0,0.0,1.2,0.7,29.0,8.0,3.0,17.1,1.2,0.4,-0.2,3.0,3.0,100.0,21.0,3.0,0.6,0.6,0,0.4,0.3,7.0,15.0,4.0,1.0,18.0,289.0,183.0,6.0,3.0,39,0.0,164.0,15.0,109.0,10.0,11.0,4.0,2021,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,2.0,0.0,1.4,0.8,39.0,11.0,6.0,13.0,1.4,1.4,0.6,2.0,2.0,100.0,26.0,2.0,0.2,0.2,1,0.6,0.5,8.0,16.0,5.0,1.0,22.0,383.0,285.0,6.0,7.0,20,0.0,205.0,14.0,102.0,9.0,12.0,2.0,2021,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1,2.0,1.0,0.6,1.4,43.0,9.0,2.0,19.7,0.6,0.6,0.4,2.0,1.0,100.0,21.0,2.0,1.0,0.0,1,0.4,0.3,5.0,24.0,4.0,2.0,20.0,439.0,347.0,4.0,4.0,23,0.0,227.0,12.0,114.0,9.0,9.0,1.0,2021,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,1.0,0.0,0.7,1.4,56.0,7.0,3.0,19.9,0.7,0.7,0.3,1.0,1.0,100.0,30.0,3.0,0.7,0.7,1,0.6,0.5,6.0,31.0,8.0,2.0,34.0,587.0,456.0,3.0,4.0,21,0.0,337.0,18.0,120.0,10.0,11.0,2.0,2021,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
-1,0.0,1.0,0.4,1.3,60.0,10.0,2.0,21.0,0.4,0.4,-0.4,5.0,4.0,80.0,31.0,7.0,1.4,0.4,0,0.3,0.7,7.0,48.0,8.0,3.0,47.0,639.0,521.0,5.0,1.0,26,1.0,362.0,17.0,157.0,9.0,6.0,2.0,2021,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1,2.0,1.0,0.6,0.7,48.0,5.0,3.0,11.7,0.6,0.6,1.4,3.0,2.0,66.7,23.0,6.0,0.6,-0.4,2,0.6,0.4,5.0,32.0,8.0,1.0,50.0,545.0,467.0,5.0,3.0,21,0.0,320.0,13.0,136.0,11.0,6.0,1.0,2021,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0,1.0,1.0,0.5,1.2,35.0,8.0,2.0,15.0,0.5,0.5,0.5,6.0,5.0,83.3,20.0,2.0,1.3,0.3,0,0.4,0.6,4.0,16.0,6.0,4.0,16.0,341.0,244.0,5.0,10.0,25,1.0,132.0,14.0,123.0,12.0,10.0,2.0,2021,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
-1,0.0,2.0,0.8,1.7,60.0,11.0,3.0,17.5,0.8,0.8,-0.8,3.0,1.0,33.3,27.0,7.0,1.4,-0.6,0,0.4,0.6,7.0,35.0,6.0,0.0,45.0,538.0,436.0,7.0,5.0,26,0.0,277.0,24.0,147.0,13.0,5.0,4.0,2021,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1,2.0,1.0,1.6,1.3,37.0,10.0,6.0,15.9,1.6,1.6,0.4,7.0,6.0,85.7,22.0,1.0,1.5,0.5,2,1.5,0.6,7.0,21.0,7.0,1.0,23.0,366.0,266.0,1.0,3.0,23,1.0,211.0,14.0,119.0,12.0,12.0,1.0,2021,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
0,3.0,3.0,1.5,1.8,39.0,6.0,3.0,13.7,1.5,1.5,1.5,5.0,2.0,40.0,26.0,3.0,1.4,-1.6,2,0.6,0.3,4.0,23.0,5.0,0.0,32.0,439.0,344.0,1.0,3.0,26,0.0,199.0,18.0,89.0,10.0,14.0,4.0,2021,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
-1,0.0,2.0,0.3,2.5,50.0,7.0,2.0,18.7,0.3,0.3,-0.3,3.0,1.0,33.3,15.0,1.0,1.8,-0.2,0,0.3,0.4,5.0,26.0,4.0,3.0,28.0,580.0,469.0,5.0,3.0,22,1.0,298.0,8.0,109.0,7.0,16.0,3.0,2021,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-1,1.0,3.0,1.0,1.0,29.0,3.0,2.0,9.4,1.0,1.0,0.0,7.0,4.0,57.1,38.0,5.0,1.7,-1.3,0,0.1,0.2,2.0,16.0,5.0,1.0,18.0,336.0,242.0,0.0,5.0,32,1.0,159.0,8.0,65.0,8.0,8.0,0.0,2021,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
1,2.0,0.0,1.6,1.4,29.0,8.0,5.0,22.8,1.6,1.0,0.4,6.0,6.0,100.0,28.0,3.0,1.3,1.3,1,0.6,0.4,3.0,15.0,4.0,1.0,14.0,307.0,200.0,2.0,2.0,29,1.0,152.0,8.0,74.0,10.0,10.0,2.0,2021,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1,1.0,0.0,1.2,0.6,47.0,7.0,1.0,13.8,1.2,1.2,-0.2,1.0,1.0,100.0,42.0,3.0,0.1,0.1,1,0.9,1.0,5.0,16.0,4.0,0.0,23.0,452.0,328.0,4.0,4.0,32,0.0,253.0,13.0,100.0,13.0,9.0,4.0,2021,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1,1.0,0.0,1.0,1.0,51.0,11.0,3.0,20.8,1.0,1.0,0.0,3.0,3.0,100.0,32.0,6.0,0.8,0.8,1,0.7,0.8,8.0,25.0,7.0,2.0,41.0,537.0,421.0,3.0,5.0,27,0.0,303.0,21.0,134.0,7.0,7.0,2.0,2021,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
